,dataset,source_url,dest_url
0,scherzer-pmdbs-spatial-visium-mtg,gs://asap-curated-team-scherzer-pmdbs-spatial-visium-mtg/artifacts,gs://asap-crn-pmdbs-spatial-rnaseq-collection-v1/scherzer-pmdbs-spatial-visium-mtg/artifacts
