,dataset,source_url,dest_url
0,edwards-pmdbs-spatial-geomx-th,gs://asap-curated-team-edwards-pmdbs-spatial-geomx-th/spatial_geomx/release/v3.0.0,gs://asap-crn-pmdbs-spatial-rnaseq-collection-v1/edwards-pmdbs-spatial-geomx-th/spatial_geomx
