,dataset,source_url,dest_url
0,cragg-mouse-spatial-visium-striatum,gs://asap-curated-team-cragg-mouse-spatial-visium-striatum/artifacts,gs://asap-crn-mouse-spatial-rnaseq-collection-v1/cragg-mouse-spatial-visium-striatum/artifacts
