,dataset,source_url,dest_url
0,cohort-mouse-sc-rnaseq,gs://asap-curated-cohort-mouse-sc-rnaseq/mouse_sc_rnaseq/release/v4.0.0,gs://asap-crn-mouse-sc-rnaseq-collection-v1/cohort-mouse-sc-rnaseq/mouse_sc_rnaseq
