,dataset,source_url,dest_url
0,sulzer-pmdbs-sn-rnaseq,gs://asap-curated-team-sulzer-pmdbs-sn-rnaseq/artifacts,gs://asap-crn-pmdbs-sc-rnaseq-collection-v3/sulzer-pmdbs-sn-rnaseq/artifacts
