,dataset,source_url,dest_url
0,sulzer-pmdbs-sn-rnaseq,gs://asap-curated-team-sulzer-pmdbs-sn-rnaseq/file_metadata/release/v4.1.0,gs://asap-crn-pmdbs-sc-rnaseq-collection-v3/sulzer-pmdbs-sn-rnaseq/file_metadata
