,dataset,source_url,dest_url
0,jakobsson-pmdbs-bulk-rnaseq,gs://asap-curated-team-jakobsson-pmdbs-bulk-rnaseq/pmdbs_bulk_rnaseq/release/v4.0.0,gs://asap-crn-pmdbs-bulk-rnaseq-collection-v1/jakobsson-pmdbs-bulk-rnaseq/pmdbs_bulk_rnaseq
